0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "POST /ScadaBR/dwr/call/plaincall/ScriptsDwr.getScripts.dwr HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/images/bell.png HTTP/1.1" 200 789
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "POST /ScadaBR/dwr/call/plaincall/EventHandlersDwr.getInitData.dwr HTTP/1.1" 200 14170
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:21 -0300] "GET /ScadaBR/resources/dojo/src/widget/templates/images/Tree/treenode_expand_plus.gif HTTP/1.1" 200 542
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "GET /ScadaBR/dwr/interface/ReportsDwr.js HTTP/1.1" 200 3889
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "GET /ScadaBR/reports.shtm HTTP/1.1" 200 55248
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "GET /ScadaBR/images/report_go.png HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:26 -0300] "POST /ScadaBR/dwr/call/plaincall/ReportsDwr.init.dwr HTTP/1.1" 200 9015
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:27 -0300] "GET /ScadaBR/events.shtm HTTP/1.1" 200 28358
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:27 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:27 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:27 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:27 -0300] "GET /ScadaBR/dwr/interface/EventsDwr.js HTTP/1.1" 200 2975
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:27 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 129
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:29 -0300] "GET /ScadaBR/watch_list.shtm HTTP/1.1" 200 51418
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:29 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:29 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:29 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:29 -0300] "GET /ScadaBR/dwr/interface/WatchListDwr.js HTTP/1.1" 200 4475
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:30 -0300] "POST /ScadaBR/dwr/call/plaincall/WatchListDwr.getDateRangeDefaults.dwr HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:30 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 3421
